NAME,PLATE,MW
MOL00078155,PLATE00000205,314.38
MOL00078156,PLATE00000205,384.44
MOL00078157,PLATE00000205,336.39
MOL00078158,PLATE00000205,410.47
MOL00078159,PLATE00000205,340.43
MOL00078160,PLATE00000205,385.85
MOL00078161,PLATE00000205,343.41
MOL00078162,PLATE00000205,384.48
MOL00078163,PLATE00000205,304.39
MOL00078164,PLATE00000205,433.45
MOL00078165,PLATE00000205,346.39
MOL00078166,PLATE00000205,446.54
MOL00078167,PLATE00000205,329.36
MOL00078168,PLATE00000205,441.58
MOL00078169,PLATE00000205,416.52
MOL00078170,PLATE00000205,415.42
MOL00078171,PLATE00000205,397.48
MOL00078172,PLATE00000205,349.44
MOL00078173,PLATE00000205,443.47
MOL00078174,PLATE00000205,378.52
MOL00078175,PLATE00000205,362.45
MOL00078176,PLATE00000205,402.90
MOL00078177,PLATE00000205,399.40
MOL00078178,PLATE00000205,371.44
MOL00078179,PLATE00000205,380.42
MOL00078180,PLATE00000205,430.51
MOL00078181,PLATE00000205,435.93
MOL00078182,PLATE00000205,412.44
MOL00078183,PLATE00000205,412.51
MOL00078184,PLATE00000205,426.54
MOL00078185,PLATE00000205,444.53
MOL00078186,PLATE00000205,387.57
MOL00078187,PLATE00000205,364.50
MOL00078188,PLATE00000205,405.42
MOL00078189,PLATE00000205,417.48
MOL00078190,PLATE00000205,437.54
MOL00078191,PLATE00000205,411.50
MOL00078192,PLATE00000205,421.46
MOL00078193,PLATE00000205,378.37
MOL00078194,PLATE00000205,436.96
MOL00078195,PLATE00000205,440.92
MOL00078196,PLATE00000205,448.47
MOL00078197,PLATE00000205,366.39
MOL00078198,PLATE00000205,393.45
MOL00078199,PLATE00000205,327.38
MOL00078200,PLATE00000205,418.53
MOL00078201,PLATE00000205,302.38
MOL00078202,PLATE00000205,436.83
MOL00078203,PLATE00000205,303.36
MOL00078204,PLATE00000205,390.49
MOL00078205,PLATE00000205,358.44
MOL00078206,PLATE00000205,399.47
MOL00078207,PLATE00000205,357.46
MOL00078208,PLATE00000205,381.39
MOL00078209,PLATE00000205,304.40
MOL00078210,PLATE00000205,350.44
MOL00078211,PLATE00000205,412.45
MOL00078212,PLATE00000205,429.49
MOL00078213,PLATE00000205,345.40
MOL00078214,PLATE00000205,444.52
MOL00078215,PLATE00000205,350.43
MOL00078216,PLATE00000205,443.60
MOL00078217,PLATE00000205,421.55
MOL00078218,PLATE00000205,370.42
MOL00078219,PLATE00000205,413.45
MOL00078220,PLATE00000205,392.46
MOL00078221,PLATE00000205,415.41
MOL00078222,PLATE00000205,374.49
MOL00078223,PLATE00000205,431.53
MOL00078224,PLATE00000205,387.44
MOL00078225,PLATE00000205,396.42
MOL00078226,PLATE00000205,422.46
MOL00078227,PLATE00000205,361.36
MOL00078228,PLATE00000205,391.43
MOL00078229,PLATE00000205,444.51
MOL00078230,PLATE00000205,396.51
MOL00078231,PLATE00000205,403.50
MOL00078232,PLATE00000205,357.43
MOL00078233,PLATE00000205,419.52
MOL00078234,PLATE00000205,384.44
MOL00078235,PLATE00000205,378.87
MOL00078236,PLATE00000205,417.91
MOL00078237,PLATE00000205,385.48
MOL00078238,PLATE00000205,306.36
MOL00078239,PLATE00000205,353.44
MOL00078240,PLATE00000205,381.44
MOL00078241,PLATE00000205,440.58
MOL00078242,PLATE00000205,361.46
MOL00078243,PLATE00000205,406.50
MOL00078244,PLATE00000205,402.47
MOL00078245,PLATE00000205,413.52
MOL00078246,PLATE00000205,394.44
MOL00078247,PLATE00000205,432.50
MOL00078248,PLATE00000205,414.47
MOL00078249,PLATE00000205,310.37
MOL00078250,PLATE00000205,428.45
MOL00078251,PLATE00000205,315.37
MOL00078252,PLATE00000205,444.45
MOL00078253,PLATE00000205,340.43
MOL00078254,PLATE00000205,437.51
MOL00078255,PLATE00000205,346.43
MOL00078256,PLATE00000205,355.39
MOL00078257,PLATE00000205,355.40
MOL00078258,PLATE00000205,368.43
MOL00078259,PLATE00000205,418.46
MOL00078260,PLATE00000205,381.41
MOL00078261,PLATE00000205,358.40
MOL00078262,PLATE00000205,376.51
MOL00078263,PLATE00000205,315.34
MOL00078264,PLATE00000205,425.58
MOL00078265,PLATE00000205,348.41
MOL00078266,PLATE00000205,306.37
MOL00078267,PLATE00000205,426.46
MOL00078268,PLATE00000205,394.43
MOL00078269,PLATE00000205,433.40
MOL00078270,PLATE00000205,382.42
MOL00078271,PLATE00000205,447.59
MOL00078272,PLATE00000205,401.47
MOL00078273,PLATE00000205,372.43
MOL00078274,PLATE00000205,422.50
MOL00078275,PLATE00000205,439.27
MOL00078276,PLATE00000205,385.47
MOL00078277,PLATE00000205,393.51
MOL00078278,PLATE00000205,367.47
MOL00078279,PLATE00000205,429.54
MOL00078280,PLATE00000205,331.76
MOL00078281,PLATE00000205,439.56
MOL00078282,PLATE00000205,414.51
MOL00078283,PLATE00000205,416.54
MOL00078284,PLATE00000205,445.97
MOL00078285,PLATE00000205,448.92
MOL00078286,PLATE00000205,343.43
MOL00078287,PLATE00000205,381.48
MOL00078288,PLATE00000205,374.45
MOL00078289,PLATE00000205,438.56
MOL00078290,PLATE00000205,415.43
MOL00078291,PLATE00000205,428.51
MOL00078292,PLATE00000205,406.43
MOL00078293,PLATE00000205,417.47
MOL00078294,PLATE00000205,381.44
MOL00078295,PLATE00000205,367.40
MOL00078296,PLATE00000205,440.96
MOL00078297,PLATE00000205,314.34
MOL00078298,PLATE00000205,414.43
MOL00078299,PLATE00000205,310.34
MOL00078300,PLATE00000205,394.48
MOL00078301,PLATE00000205,318.42
MOL00078302,PLATE00000205,427.52
MOL00078303,PLATE00000205,350.40
MOL00078304,PLATE00000205,431.87
MOL00078305,PLATE00000205,307.37
MOL00078306,PLATE00000205,388.49
MOL00078307,PLATE00000205,338.38
MOL00078308,PLATE00000205,421.47
MOL00078309,PLATE00000205,326.36
MOL00078310,PLATE00000205,356.49
MOL00078311,PLATE00000205,303.80
MOL00078312,PLATE00000205,434.55
MOL00078313,PLATE00000205,350.38
MOL00078314,PLATE00000205,306.37
MOL00078315,PLATE00000205,369.47
MOL00078316,PLATE00000205,408.51
MOL00078317,PLATE00000205,447.47
MOL00078318,PLATE00000205,426.95
MOL00078319,PLATE00000205,442.55
MOL00078320,PLATE00000205,422.49
MOL00078321,PLATE00000205,372.43
MOL00078322,PLATE00000205,442.53
MOL00078323,PLATE00000205,428.48
MOL00078324,PLATE00000205,366.48
MOL00078325,PLATE00000205,326.40
MOL00078326,PLATE00000205,406.53
MOL00078327,PLATE00000205,442.58
MOL00078328,PLATE00000205,306.33
MOL00078329,PLATE00000205,443.54
MOL00078330,PLATE00000205,437.59
MOL00078331,PLATE00000205,374.46
MOL00078332,PLATE00000205,413.47
MOL00078333,PLATE00000205,370.84
MOL00078334,PLATE00000205,305.42
MOL00078335,PLATE00000205,373.84
MOL00078336,PLATE00000205,392.51
MOL00078337,PLATE00000205,343.40
MOL00078338,PLATE00000205,430.48
MOL00078339,PLATE00000205,423.49
MOL00078340,PLATE00000205,442.41
MOL00078341,PLATE00000205,403.44
MOL00078342,PLATE00000205,419.44
MOL00078343,PLATE00000205,415.45
MOL00078344,PLATE00000205,420.55
MOL00078345,PLATE00000205,312.40
MOL00078346,PLATE00000205,418.84
MOL00078347,PLATE00000205,351.41
MOL00078348,PLATE00000205,444.45
MOL00078349,PLATE00000205,347.43
MOL00078350,PLATE00000205,435.88
MOL00078351,PLATE00000205,311.38
MOL00078352,PLATE00000205,448.57
MOL00078353,PLATE00000205,359.40
MOL00078354,PLATE00000205,368.46
MOL00078355,PLATE00000205,316.37
MOL00078356,PLATE00000205,441.50
MOL00078357,PLATE00000205,348.40
MOL00078358,PLATE00000205,393.49
MOL00078359,PLATE00000205,337.47
MOL00078360,PLATE00000205,386.43
MOL00078361,PLATE00000205,421.45
MOL00078362,PLATE00000205,338.37
MOL00078363,PLATE00000205,317.43
MOL00078364,PLATE00000205,393.45
MOL00078365,PLATE00000205,423.49
MOL00078366,PLATE00000205,448.57
MOL00078367,PLATE00000205,442.55
MOL00078368,PLATE00000205,383.40
MOL00078369,PLATE00000205,402.41
MOL00078370,PLATE00000205,412.51
MOL00078371,PLATE00000205,439.91
MOL00078372,PLATE00000205,429.95
MOL00078373,PLATE00000205,360.84
MOL00078374,PLATE00000205,352.46
MOL00078375,PLATE00000205,445.54
MOL00078376,PLATE00000205,380.49
MOL00078377,PLATE00000205,431.58
MOL00078378,PLATE00000205,417.94
MOL00078379,PLATE00000205,364.49
MOL00078380,PLATE00000205,326.40
MOL00078381,PLATE00000205,408.46
MOL00078382,PLATE00000205,365.39
MOL00078383,PLATE00000205,401.89
MOL00078384,PLATE00000205,375.44
MOL00078385,PLATE00000205,356.44
MOL00078386,PLATE00000205,402.47
MOL00078387,PLATE00000205,368.47
MOL00078388,PLATE00000205,323.74
MOL00078389,PLATE00000205,407.44
MOL00078390,PLATE00000205,449.40
MOL00078391,PLATE00000205,391.43
MOL00078392,PLATE00000205,439.62
MOL00078393,PLATE00000205,300.36
MOL00078394,PLATE00000205,412.45
MOL00078395,PLATE00000205,337.38
MOL00078396,PLATE00000205,448.50
MOL00078397,PLATE00000205,337.40
MOL00078398,PLATE00000205,399.51
MOL00078399,PLATE00000205,334.38
MOL00078400,PLATE00000205,421.54
MOL00078401,PLATE00000205,345.38
MOL00078402,PLATE00000205,419.44
MOL00078403,PLATE00000205,376.46
MOL00078404,PLATE00000205,383.47
MOL00078405,PLATE00000205,349.45
MOL00078406,PLATE00000205,394.48
MOL00078407,PLATE00000205,306.38
MOL00078408,PLATE00000205,422.50
MOL00078409,PLATE00000205,350.43
MOL00078410,PLATE00000205,306.37
MOL00078411,PLATE00000205,350.84
MOL00078412,PLATE00000205,441.55
MOL00078413,PLATE00000206,332.47
MOL00078414,PLATE00000206,403.47
MOL00078415,PLATE00000206,386.45
MOL00078416,PLATE00000206,350.43
MOL00078417,PLATE00000206,411.52
MOL00078418,PLATE00000206,308.34
MOL00078419,PLATE00000206,416.48
MOL00078420,PLATE00000206,381.52
MOL00078421,PLATE00000206,434.47
MOL00078422,PLATE00000206,339.41
MOL00078423,PLATE00000206,413.89
MOL00078424,PLATE00000206,441.46
MOL00078425,PLATE00000206,393.83
MOL00078426,PLATE00000206,337.46
MOL00078427,PLATE00000206,429.49
MOL00078428,PLATE00000206,316.42
MOL00078429,PLATE00000206,437.56
MOL00078430,PLATE00000206,319.41
MOL00078431,PLATE00000206,406.49
MOL00078432,PLATE00000206,430.52
MOL00078433,PLATE00000206,306.45
MOL00078434,PLATE00000206,357.43
MOL00078435,PLATE00000206,380.45
MOL00078436,PLATE00000206,346.43
MOL00078437,PLATE00000206,398.84
MOL00078438,PLATE00000206,426.49
MOL00078439,PLATE00000206,353.37
MOL00078440,PLATE00000206,365.43
MOL00078441,PLATE00000206,440.51
MOL00078442,PLATE00000206,373.86
MOL00078443,PLATE00000206,439.44
MOL00078444,PLATE00000206,381.86
MOL00078445,PLATE00000206,424.44
MOL00078446,PLATE00000206,378.47
MOL00078447,PLATE00000206,443.88
MOL00078448,PLATE00000206,416.45
MOL00078449,PLATE00000206,436.46
MOL00078450,PLATE00000206,363.46
MOL00078451,PLATE00000206,439.49
MOL00078452,PLATE00000206,341.45
MOL00078453,PLATE00000206,327.75
MOL00078454,PLATE00000206,320.36
MOL00078455,PLATE00000206,381.44
MOL00078456,PLATE00000206,357.46
MOL00078457,PLATE00000206,320.78
MOL00078458,PLATE00000206,339.44
MOL00078459,PLATE00000206,314.43
MOL00078460,PLATE00000206,357.42
MOL00078461,PLATE00000206,358.48
MOL00078462,PLATE00000206,367.83
MOL00078463,PLATE00000206,400.44
MOL00078464,PLATE00000206,350.37
MOL00078465,PLATE00000206,405.90
MOL00078466,PLATE00000206,309.32
MOL00078467,PLATE00000206,415.50
MOL00078468,PLATE00000206,336.36
MOL00078469,PLATE00000206,448.50
MOL00078470,PLATE00000206,336.37
MOL00078471,PLATE00000206,376.45
MOL00078472,PLATE00000206,306.31
MOL00078473,PLATE00000206,355.74
MOL00078474,PLATE00000206,374.28
MOL00078475,PLATE00000206,364.45
MOL00078476,PLATE00000206,316.42
MOL00078477,PLATE00000206,315.46
MOL00078478,PLATE00000206,434.50
MOL00078479,PLATE00000206,382.42
MOL00078480,PLATE00000206,388.48
MOL00078481,PLATE00000206,390.83
MOL00078482,PLATE00000206,322.37
MOL00078483,PLATE00000206,388.91
MOL00078484,PLATE00000206,412.49
MOL00078485,PLATE00000206,307.35
MOL00078486,PLATE00000206,398.46
MOL00078487,PLATE00000206,311.31
MOL00078488,PLATE00000206,349.39
MOL00078489,PLATE00000206,400.45
MOL00078490,PLATE00000206,364.38
MOL00078491,PLATE00000206,340.33
MOL00078492,PLATE00000206,341.43
MOL00078493,PLATE00000206,336.79
MOL00078494,PLATE00000206,390.50
MOL00078495,PLATE00000206,448.55
MOL00078496,PLATE00000206,441.33
MOL00078497,PLATE00000206,399.90
MOL00078498,PLATE00000206,359.39
MOL00078499,PLATE00000206,301.78
MOL00078500,PLATE00000206,368.39
MOL00078501,PLATE00000206,447.42
MOL00078502,PLATE00000206,373.21
MOL00078503,PLATE00000206,333.39
MOL00078504,PLATE00000206,376.42
MOL00078505,PLATE00000206,352.39
MOL00078506,PLATE00000206,379.46
MOL00078507,PLATE00000206,348.40
MOL00078508,PLATE00000206,348.41
MOL00078509,PLATE00000206,347.43
MOL00078510,PLATE00000206,314.36
MOL00078511,PLATE00000206,449.56
MOL00078512,PLATE00000206,350.37
MOL00078513,PLATE00000206,413.54
MOL00078514,PLATE00000206,344.39
MOL00078515,PLATE00000206,407.52
MOL00078516,PLATE00000206,332.45
MOL00078517,PLATE00000206,442.48
MOL00078518,PLATE00000206,342.78
MOL00078519,PLATE00000206,403.52
MOL00078520,PLATE00000206,361.44
MOL00078521,PLATE00000206,351.41
MOL00078522,PLATE00000206,353.47
MOL00078523,PLATE00000206,400.48
MOL00078524,PLATE00000206,366.50
MOL00078525,PLATE00000206,419.58
MOL00078526,PLATE00000206,379.46
MOL00078527,PLATE00000206,307.39
MOL00078528,PLATE00000206,400.44
MOL00078529,PLATE00000206,314.40
MOL00078530,PLATE00000206,342.78
MOL00078531,PLATE00000206,385.47
MOL00078532,PLATE00000206,364.42
MOL00078533,PLATE00000206,335.37
MOL00078534,PLATE00000206,328.42
MOL00078535,PLATE00000206,376.46
MOL00078536,PLATE00000206,378.43
MOL00078537,PLATE00000206,428.48
MOL00078538,PLATE00000206,429.51
MOL00078539,PLATE00000206,334.80
MOL00078540,PLATE00000206,407.47
MOL00078541,PLATE00000206,307.35
MOL00078542,PLATE00000206,379.39
MOL00078543,PLATE00000206,302.38
MOL00078544,PLATE00000206,353.40
MOL00078545,PLATE00000206,439.53
MOL00078546,PLATE00000206,404.47
MOL00078547,PLATE00000206,424.48
MOL00078548,PLATE00000206,386.83
MOL00078549,PLATE00000206,409.50
MOL00078550,PLATE00000206,307.40
MOL00078551,PLATE00000206,391.30
MOL00078552,PLATE00000206,423.49
MOL00078553,PLATE00000206,352.39
MOL00078554,PLATE00000206,328.42
MOL00078555,PLATE00000206,316.40
MOL00078556,PLATE00000206,316.36
MOL00078557,PLATE00000206,431.51
MOL00078558,PLATE00000206,328.39
MOL00078559,PLATE00000206,429.50
MOL00078560,PLATE00000206,423.49
MOL00078561,PLATE00000206,449.62
MOL00078562,PLATE00000206,323.35
MOL00078563,PLATE00000206,392.50
MOL00078564,PLATE00000206,390.44
MOL00078565,PLATE00000206,395.49
MOL00078566,PLATE00000206,322.36
MOL00078567,PLATE00000206,403.52
MOL00078568,PLATE00000206,382.41
MOL00078569,PLATE00000206,405.41
MOL00078570,PLATE00000206,353.47
MOL00078571,PLATE00000206,330.43
MOL00078572,PLATE00000206,415.96
MOL00078573,PLATE00000206,315.38
MOL00078574,PLATE00000206,340.42
MOL00078575,PLATE00000206,415.89
MOL00078576,PLATE00000206,402.41
MOL00078577,PLATE00000206,371.48
MOL00078578,PLATE00000206,382.42
MOL00078579,PLATE00000206,365.41
MOL00078580,PLATE00000206,391.49
MOL00078581,PLATE00000206,396.87
MOL00078582,PLATE00000206,397.48
MOL00078583,PLATE00000206,445.91
MOL00078584,PLATE00000206,362.43
MOL00078585,PLATE00000206,329.74
MOL00078586,PLATE00000206,362.39
MOL00078587,PLATE00000206,314.38
MOL00078588,PLATE00000206,347.42
MOL00078589,PLATE00000206,318.38
MOL00078590,PLATE00000206,373.45
MOL00078591,PLATE00000206,409.44
MOL00078592,PLATE00000206,414.48
MOL00078593,PLATE00000206,409.51
MOL00078594,PLATE00000206,357.39
MOL00078595,PLATE00000206,391.93
MOL00078596,PLATE00000206,307.40
MOL00078597,PLATE00000206,428.28
MOL00078598,PLATE00000206,385.89
MOL00078599,PLATE00000206,339.48
MOL00078600,PLATE00000206,374.40
MOL00078601,PLATE00000206,304.35
MOL00078602,PLATE00000206,409.42
MOL00078603,PLATE00000206,368.48
MOL00078604,PLATE00000206,324.40
MOL00078605,PLATE00000206,317.82
MOL00078606,PLATE00000206,440.51
MOL00078607,PLATE00000206,397.50
MOL00078608,PLATE00000206,351.36
MOL00078609,PLATE00000206,433.48
MOL00078610,PLATE00000206,432.40
MOL00078611,PLATE00000206,398.48
MOL00078612,PLATE00000206,352.44
MOL00078613,PLATE00000206,391.48
MOL00078614,PLATE00000206,324.40
MOL00078615,PLATE00000206,367.42
MOL00078616,PLATE00000206,347.34
MOL00078617,PLATE00000206,348.41
MOL00078618,PLATE00000206,385.51
MOL00078619,PLATE00000206,364.49
MOL00078620,PLATE00000206,371.91
MOL00078621,PLATE00000206,440.92
MOL00078622,PLATE00000206,418.51
MOL00078623,PLATE00000206,390.44
MOL00078624,PLATE00000206,359.40
MOL00078625,PLATE00000206,335.81
MOL00078626,PLATE00000206,396.45
MOL00078627,PLATE00000206,314.39
MOL00078628,PLATE00000206,415.46
MOL00078629,PLATE00000206,321.38
MOL00078630,PLATE00000206,386.51
MOL00078631,PLATE00000206,315.35
MOL00078632,PLATE00000206,337.33
MOL00078633,PLATE00000206,347.41
MOL00078634,PLATE00000206,444.46
MOL00078635,PLATE00000206,326.33
MOL00078636,PLATE00000206,401.91
MOL00078637,PLATE00000206,348.40
MOL00078638,PLATE00000206,405.46
MOL00078639,PLATE00000206,331.37
MOL00078640,PLATE00000206,441.32
MOL00078641,PLATE00000206,427.50
MOL00078642,PLATE00000206,399.88
MOL00078643,PLATE00000206,437.56
MOL00078644,PLATE00000206,405.50
MOL00078645,PLATE00000206,423.46
MOL00078646,PLATE00000206,337.34
MOL00078647,PLATE00000206,353.51
MOL00078648,PLATE00000206,351.38
MOL00078649,PLATE00000206,432.56
MOL00078650,PLATE00000206,439.56
MOL00078651,PLATE00000206,428.53
MOL00078652,PLATE00000206,391.47
MOL00078653,PLATE00000206,415.45
MOL00078654,PLATE00000206,431.53
MOL00078655,PLATE00000206,357.43
MOL00078656,PLATE00000206,372.40
MOL00078657,PLATE00000206,441.55
MOL00078658,PLATE00000206,325.41
MOL00078659,PLATE00000206,448.50
MOL00078660,PLATE00000206,404.47
MOL00078661,PLATE00000206,436.57
MOL00078662,PLATE00000206,354.42
MOL00078663,PLATE00000206,435.52
MOL00078664,PLATE00000206,359.38
MOL00078665,PLATE00000206,388.46
MOL00078666,PLATE00000206,377.49
MOL00078667,PLATE00000206,372.47
MOL00078668,PLATE00000206,308.40
MOL00078669,PLATE00000206,428.52
MOL00078670,PLATE00000206,394.49
MOL00078671,PLATE00000206,301.32
MOL00078672,PLATE00000206,367.40
MOL00078673,PLATE00000206,383.50
MOL00078674,PLATE00000206,442.57
MOL00078675,PLATE00000206,329.40
MOL00078676,PLATE00000206,395.48
MOL00078677,PLATE00000206,351.36
MOL00078678,PLATE00000206,409.44
MOL00078679,PLATE00000206,440.51
MOL00078680,PLATE00000206,372.47
MOL00078681,PLATE00000206,385.39
MOL00078682,PLATE00000206,319.83
MOL00078683,PLATE00000206,314.38
MOL00078684,PLATE00000206,380.49
MOL00078685,PLATE00000206,373.42
MOL00078686,PLATE00000206,359.90
MOL00078687,PLATE00000206,343.43
MOL00078688,PLATE00000206,369.46
MOL00078689,PLATE00000206,301.73
MOL00078690,PLATE00000206,343.82
MOL00078691,PLATE00000206,377.38
MOL00078692,PLATE00000206,326.80
MOL00078693,PLATE00000206,367.38
MOL00078694,PLATE00000206,326.44
MOL00078695,PLATE00000206,342.44
MOL00078696,PLATE00000206,433.91
MOL00078697,PLATE00000206,403.44
MOL00078698,PLATE00000206,410.52
MOL00078699,PLATE00000206,400.49
MOL00078700,PLATE00000206,403.46
MOL00078701,PLATE00000206,421.48
MOL00078702,PLATE00000206,374.43
MOL00078703,PLATE00000206,361.46
MOL00078704,PLATE00000206,409.42
MOL00078705,PLATE00000206,436.51
MOL00078706,PLATE00000206,353.47
MOL00078707,PLATE00000206,444.51
MOL00078708,PLATE00000206,430.93
MOL00078709,PLATE00000206,436.53
MOL00078710,PLATE00000206,338.36
MOL00078711,PLATE00000206,437.46
MOL00078712,PLATE00000206,371.41
MOL00078713,PLATE00000206,420.50
MOL00078714,PLATE00000206,312.39
MOL00078715,PLATE00000206,443.86
MOL00078716,PLATE00000206,370.47
MOL00078717,PLATE00000206,391.46
MOL00078718,PLATE00000206,429.54
MOL00078719,PLATE00000206,428.98
MOL00078720,PLATE00000206,427.46
MOL00078721,PLATE00000206,374.49
MOL00078722,PLATE00000206,379.85
MOL00078723,PLATE00000206,348.40
MOL00078724,PLATE00000206,415.46
MOL00078725,PLATE00000206,307.35
MOL00078726,PLATE00000206,342.44
MOL00078727,PLATE00000206,396.46
MOL00078728,PLATE00000206,345.40
MOL00078729,PLATE00000206,315.35
MOL00078730,PLATE00000206,419.48
MOL00078731,PLATE00000206,365.49
MOL00078732,PLATE00000206,323.41
MOL00078733,PLATE00000206,445.48
MOL00078734,PLATE00000206,369.85
MOL00078735,PLATE00000206,335.79
MOL00078736,PLATE00000206,367.49
MOL00078737,PLATE00000206,407.53
MOL00078738,PLATE00000206,394.90
MOL00078739,PLATE00000206,347.35
MOL00078740,PLATE00000206,340.40
MOL00078741,PLATE00000206,407.47
MOL00078742,PLATE00000206,341.38
MOL00078743,PLATE00000206,328.42
MOL00078744,PLATE00000206,445.96
MOL00078745,PLATE00000206,417.49
MOL00078746,PLATE00000206,387.44
MOL00078747,PLATE00000206,356.44
MOL00078748,PLATE00000206,408.47
MOL00078749,PLATE00000206,414.46
MOL00078750,PLATE00000206,445.55
MOL00078751,PLATE00000206,416.48
MOL00078752,PLATE00000206,441.50
MOL00078753,PLATE00000206,444.49
MOL00078754,PLATE00000206,367.49
MOL00078755,PLATE00000206,425.51
MOL00078756,PLATE00000206,313.38
MOL00078757,PLATE00000206,399.51
MOL00078758,PLATE00000206,439.49
MOL00078759,PLATE00000206,311.35
MOL00078760,PLATE00000206,328.39
MOL00078761,PLATE00000206,437.42
MOL00078762,PLATE00000206,316.42
MOL00078763,PLATE00000206,408.46
MOL00078764,PLATE00000206,324.38
MOL00078765,PLATE00000206,418.91
MOL00078766,PLATE00000206,388.44
MOL00078767,PLATE00000206,320.43
MOL00078768,PLATE00000206,359.39
MOL00078769,PLATE00000206,359.52
MOL00078770,PLATE00000206,386.90
MOL00078771,PLATE00000206,410.37
MOL00078772,PLATE00000206,419.43
MOL00078773,PLATE00000206,307.35
MOL00078774,PLATE00000206,418.49
MOL00078775,PLATE00000206,442.49
MOL00078776,PLATE00000206,348.41
MOL00078777,PLATE00000206,436.44
MOL00078778,PLATE00000206,409.42
MOL00078779,PLATE00000206,372.81
MOL00078780,PLATE00000206,382.48
MOL00078781,PLATE00000206,415.45
MOL00078782,PLATE00000206,394.48
MOL00078783,PLATE00000206,323.78
MOL00078784,PLATE00000206,360.30
MOL00078785,PLATE00000206,409.46
MOL00078786,PLATE00000206,421.50
MOL00078787,PLATE00000206,347.35
MOL00078788,PLATE00000206,407.31
MOL00078789,PLATE00000206,319.75
MOL00078790,PLATE00000206,367.41
MOL00078791,PLATE00000206,302.38
MOL00078792,PLATE00000206,355.46
MOL00078793,PLATE00000206,401.90
MOL00078794,PLATE00000206,401.51
MOL00078795,PLATE00000206,412.45
MOL00078796,PLATE00000206,419.88
MOL00078797,PLATE00000207,426.56
MOL00078798,PLATE00000207,425.50
MOL00078799,PLATE00000207,399.40
MOL00078800,PLATE00000207,417.48
MOL00078801,PLATE00000207,317.41
MOL00078802,PLATE00000207,363.46
MOL00078803,PLATE00000207,348.40
MOL00078804,PLATE00000207,330.43
MOL00078805,PLATE00000207,361.37
MOL00078806,PLATE00000207,411.38
MOL00078807,PLATE00000207,367.47
MOL00078808,PLATE00000207,410.43
MOL00078809,PLATE00000207,393.41
MOL00078810,PLATE00000207,444.59
MOL00078811,PLATE00000207,333.44
MOL00078812,PLATE00000207,363.50
MOL00078813,PLATE00000207,335.41
MOL00078814,PLATE00000207,367.49
MOL00078815,PLATE00000207,393.44
MOL00078816,PLATE00000207,402.50
MOL00078817,PLATE00000207,342.44
MOL00078818,PLATE00000207,359.39
MOL00078819,PLATE00000207,431.87
MOL00078820,PLATE00000207,427.51
MOL00078821,PLATE00000207,437.54
MOL00078822,PLATE00000207,397.43
MOL00078823,PLATE00000207,424.48
MOL00078824,PLATE00000207,377.50
MOL00078825,PLATE00000207,378.41
MOL00078826,PLATE00000207,333.49
MOL00078827,PLATE00000207,358.40
MOL00078828,PLATE00000207,362.48
MOL00078829,PLATE00000207,417.95
MOL00078830,PLATE00000207,313.42
MOL00078831,PLATE00000207,407.51
MOL00078832,PLATE00000207,394.44
MOL00078833,PLATE00000207,408.50
MOL00078834,PLATE00000207,403.53
MOL00078835,PLATE00000207,364.38
MOL00078836,PLATE00000207,331.21
MOL00078837,PLATE00000207,372.42
MOL00078838,PLATE00000207,360.30
MOL00078839,PLATE00000207,345.39
MOL00078840,PLATE00000207,401.48
MOL00078841,PLATE00000207,420.47
MOL00078842,PLATE00000207,442.50
MOL00078843,PLATE00000207,432.54
MOL00078844,PLATE00000207,392.25
MOL00078845,PLATE00000207,404.56
MOL00078846,PLATE00000207,365.39
MOL00078847,PLATE00000207,392.41
MOL00078848,PLATE00000207,396.45
MOL00078849,PLATE00000207,331.45
MOL00078850,PLATE00000207,445.52
MOL00078851,PLATE00000207,389.45
MOL00078852,PLATE00000207,392.46
MOL00078853,PLATE00000207,417.41
MOL00078854,PLATE00000207,400.44
MOL00078855,PLATE00000207,385.49
MOL00078856,PLATE00000207,424.46
MOL00078857,PLATE00000207,343.45
MOL00078858,PLATE00000207,437.58
MOL00078859,PLATE00000207,356.51
MOL00078860,PLATE00000207,391.51
MOL00078861,PLATE00000207,343.45
MOL00078862,PLATE00000207,386.54
MOL00078863,PLATE00000207,369.37
MOL00078864,PLATE00000207,404.51
MOL00078865,PLATE00000207,352.45
MOL00078866,PLATE00000207,419.49
MOL00078867,PLATE00000207,407.47
MOL00078868,PLATE00000207,328.50
MOL00078869,PLATE00000207,430.48
MOL00078870,PLATE00000207,406.55
MOL00078871,PLATE00000207,426.55
MOL00078872,PLATE00000207,362.43
MOL00078873,PLATE00000207,390.44
MOL00078874,PLATE00000207,356.46
MOL00078875,PLATE00000207,397.48
MOL00078876,PLATE00000207,416.49
MOL00078877,PLATE00000207,411.56
MOL00078878,PLATE00000207,382.48
MOL00078879,PLATE00000207,392.50
MOL00078880,PLATE00000207,448.57
MOL00078881,PLATE00000207,412.50
MOL00078882,PLATE00000207,319.41
MOL00078883,PLATE00000207,429.50
MOL00078884,PLATE00000207,304.41
MOL00078885,PLATE00000207,382.44
MOL00078886,PLATE00000207,331.43
MOL00078887,PLATE00000207,361.37
MOL00078888,PLATE00000207,356.80
MOL00078889,PLATE00000207,389.39
MOL00078890,PLATE00000207,314.16
